name,prediction,t_total_s,model
1o3f-gnina-0095,5.872000000000001,4.123975,OnionNet-2
1o3f-gnina-0057,5.176,3.95661,OnionNet-2
1o3f-gnina-0043,6.189,4.821505,OnionNet-2
1o3f-gnina-0053,6.053999999999999,4.166868,OnionNet-2
1o3f-gnina-0001,6.417000000000001,4.096244,OnionNet-2
1o3f-gnina-0077,6.2860000000000005,3.95253,OnionNet-2
1o3f-gnina-0036,5.7989999999999995,4.078206,OnionNet-2
1o3f-gnina-0020,6.154,4.070811,OnionNet-2
1o3f-gnina-0049,5.577000000000001,4.027606,OnionNet-2
1o3f-gnina-0060,6.1370000000000005,3.905302,OnionNet-2
1o3f-gnina-0094,5.807,4.417511,OnionNet-2
1o3f-gnina-0017,6.6160000000000005,4.050875,OnionNet-2
1o3f-gnina-0055,5.452000000000001,4.198311,OnionNet-2
1o3f-gnina-0016,6.843,4.2784,OnionNet-2
1o3f-gnina-0029,6.269,4.149161,OnionNet-2
1o3f-gnina-0083,6.563,4.263831,OnionNet-2
1o3f-gnina-0088,5.849,4.087962,OnionNet-2
1o3f-gnina-0023,6.437,5.060485,OnionNet-2
1o3f-gnina-0013,5.808,4.230797,OnionNet-2
1o3f-gnina-0086,5.3870000000000005,3.987767,OnionNet-2
1o3f-gnina-0098,5.586,4.139865,OnionNet-2
1o3f-gnina-0059,5.902,4.093157,OnionNet-2
1o3f-gnina-0046,5.774,4.122014,OnionNet-2
1o3f-gnina-0040,5.607,4.161017,OnionNet-2
1o3f-gnina-0009,5.987,4.130847,OnionNet-2
1o3f-gnina-0062,5.747999999999999,4.551265,OnionNet-2
1o3f-gnina-0030,5.4079999999999995,4.14062,OnionNet-2
1o3f-gnina-0087,5.715,3.974197,OnionNet-2
1o3f-gnina-0015,6.8839999999999995,4.056325,OnionNet-2
1o3f-gnina-0058,5.352,4.081004,OnionNet-2
1o3f-gnina-0100,4.69,4.038478,OnionNet-2
1o3f-gnina-0084,5.792000000000001,4.097087,OnionNet-2
1o3f-gnina-0067,5.901,5.434952,OnionNet-2
1o3f-gnina-0079,5.644,4.227232,OnionNet-2
1o3f-gnina-0068,5.031000000000001,4.047977,OnionNet-2
1o3f-gnina-0091,5.645,3.915376,OnionNet-2
1o3f-gnina-0085,5.485,3.988515,OnionNet-2
1o3f-gnina-0018,6.455,4.102309,OnionNet-2
1o3f-gnina-0005,7.001,4.139694,OnionNet-2
1o3f-gnina-0041,6.055,3.971587,OnionNet-2
1o3f-gnina-0034,5.9910000000000005,4.527968,OnionNet-2
1o3f-gnina-0099,6.022,4.211452,OnionNet-2
1o3f-gnina-0064,6.332999999999999,4.067608,OnionNet-2
1o3f-gnina-0021,5.059,4.091249,OnionNet-2
1o3f-gnina-0014,6.121,4.171093,OnionNet-2
1o3f-rosetta-0825,6.775,4.393571,OnionNet-2
1o3f-rosetta-0137,6.731,4.203458,OnionNet-2
1o3f-rosetta-0265,6.51,4.825615,OnionNet-2
1o3f-rosetta-0310,6.3229999999999995,4.218941,OnionNet-2
1o3f-rosetta-0569,7.57,4.31035,OnionNet-2
1o3f-rosetta-0281,6.446000000000001,4.345402,OnionNet-2
1o3f-rosetta-0330,6.792999999999999,4.222287,OnionNet-2
1o3f-rosetta-0014,6.915,4.30041,OnionNet-2
1o3f-rosetta-0475,5.9639999999999995,4.021688,OnionNet-2
1o3f-rosetta-0550,6.805,4.038598,OnionNet-2
1o3f-rosetta-0082,6.406000000000001,4.107961,OnionNet-2
1o3f-rosetta-0975,6.597,4.322893,OnionNet-2
1o3f-rosetta-0773,6.747000000000001,4.227464,OnionNet-2
1o3f-rosetta-0141,6.893,4.099666,OnionNet-2
1o3f-rosetta-0462,6.671,4.881603,OnionNet-2
1o3f-rosetta-0851,6.944,4.114055,OnionNet-2
1o3f-rosetta-0450,6.682,4.193417,OnionNet-2
1o3f-rosetta-0697,6.795,4.109744,OnionNet-2
1o3f-rosetta-0301,6.97,4.591655,OnionNet-2
1o3f-rosetta-0344,6.521,4.246519,OnionNet-2
1o3f-rosetta-0169,6.987,4.029479,OnionNet-2
1o3f-rosetta-0499,6.597,4.155714,OnionNet-2
1o3f-rosetta-0469,6.314,4.645471,OnionNet-2
1o3f-rosetta-0867,6.068,4.20811,OnionNet-2
1o3f-rosetta-0534,6.56,4.250642,OnionNet-2
1o3f-rosetta-0237,6.856,4.319213,OnionNet-2
1o3f-rosetta-0307,6.934,4.209799,OnionNet-2
1o3f-rosetta-0706,6.757999999999999,4.143498,OnionNet-2
1o3f-rosetta-0863,7.122999999999999,4.895399,OnionNet-2
1o3f-rosetta-0582,6.707999999999999,4.095441,OnionNet-2
1o3f-rosetta-0528,6.745,4.161881,OnionNet-2
1o3f-rosetta-0559,6.422999999999999,4.084533,OnionNet-2
1o3f-rosetta-0858,6.666,4.085586,OnionNet-2
1o3f-rosetta-0311,6.896,4.225582,OnionNet-2
1o3f-rosetta-0573,6.381,4.130845,OnionNet-2
1o3f-rosetta-0538,6.055,4.168716,OnionNet-2
1o3f-rosetta-0294,6.682,4.237406,OnionNet-2
1o3f-rosetta-0726,6.707000000000001,4.072539,OnionNet-2
1o3f-rosetta-0448,6.773,4.001603,OnionNet-2
1o3f-rosetta-0850,6.487,4.056159,OnionNet-2
1o3f-rosetta-0185,7.1370000000000005,4.107346,OnionNet-2
1o3f-rosetta-0389,6.537999999999999,4.290626,OnionNet-2
1o3f-rosetta-0725,6.852,4.225703,OnionNet-2
1o3f-rosetta-0284,6.496,4.152603,OnionNet-2
1o3f-rosetta-0084,6.6979999999999995,4.060465,OnionNet-2
1o3f-rosetta-0552,6.608,4.179269,OnionNet-2
1o3f-rosetta-0333,6.794,4.087,OnionNet-2
1o3f-rosetta-0372,5.891,4.03761,OnionNet-2
1o3f-rosetta-0211,6.715,4.112589,OnionNet-2
1o3f-rosetta-0498,6.425,4.179821,OnionNet-2
1o3f-rosetta-0312,6.291,4.376097,OnionNet-2
1o3f-rosetta-0809,6.527,4.201472,OnionNet-2
1o3f-rosetta-0905,6.235,4.039568,OnionNet-2
1o3f-rosetta-0662,6.724,4.175641,OnionNet-2
1o3f-rosetta-0947,6.726,3.916391,OnionNet-2
1o3f-rosetta-0925,6.27,4.033136,OnionNet-2
1o3f-rosetta-0544,5.921,4.188131,OnionNet-2
1o3f-rosetta-0736,6.557,4.149368,OnionNet-2
1o3f-rosetta-0677,6.638999999999999,4.254133,OnionNet-2
1o3f-rosetta-0614,6.215,4.086828,OnionNet-2
1o3f-rosetta-0077,6.837999999999999,4.318958,OnionNet-2
1o3f-rosetta-0871,6.915,4.163655,OnionNet-2
1o3f-rosetta-0670,6.341,4.116984,OnionNet-2
1o3f-rosetta-0946,7.0360000000000005,4.128426,OnionNet-2
1o3f-rosetta-0230,6.524,4.379089,OnionNet-2
1o3f-rosetta-0080,6.65,4.387776,OnionNet-2
1o3f-rosetta-0575,6.787000000000001,4.074,OnionNet-2
1o3f-rosetta-0092,6.778,4.144318,OnionNet-2
1o3f-rosetta-0873,6.6,4.123352,OnionNet-2
1o3f-rosetta-0454,6.727,4.006961,OnionNet-2
1o3f-rosetta-0075,6.7,4.880791,OnionNet-2
1o3f-rosetta-0350,6.705,4.267449,OnionNet-2
1o3f-rosetta-0228,6.477,4.421755,OnionNet-2
1o3f-rosetta-0945,6.642,4.066571,OnionNet-2
1o3f-rosetta-0278,5.593999999999999,4.259377,OnionNet-2
1o3f-rosetta-0997,6.294,4.223293,OnionNet-2
1o3f-rosetta-0206,6.006,4.083074,OnionNet-2
1o3f-rosetta-0870,6.608,4.082954,OnionNet-2
1o3f-rosetta-0096,6.5920000000000005,4.066971,OnionNet-2
1o3f-rosetta-0002,6.602,4.131506,OnionNet-2
1o3f-rosetta-0403,6.675,4.01861,OnionNet-2
1o3f-rosetta-0052,6.641,4.07602,OnionNet-2
1o3f-rosetta-0363,6.792000000000001,4.09983,OnionNet-2
1o3f-rosetta-0709,6.178,4.16949,OnionNet-2
1o3f-rosetta-0337,6.519,4.07731,OnionNet-2
1o3f-rosetta-0721,6.792999999999999,4.168889,OnionNet-2
1o3f-rosetta-0749,6.341,4.085974,OnionNet-2
1o3f-rosetta-0379,6.84,3.91502,OnionNet-2
1o3f-rosetta-0188,6.336,4.276131,OnionNet-2
1o3f-rosetta-0168,6.707999999999999,4.137064,OnionNet-2
1o3f-rosetta-0447,6.995,4.236469,OnionNet-2
1o3f-rosetta-0015,6.42,4.243807,OnionNet-2
1o3f-rosetta-0775,6.861000000000001,4.229633,OnionNet-2
1o3f-rosetta-0758,6.739,4.053679,OnionNet-2
1o3f-rosetta-0138,7.191,4.111287,OnionNet-2
1o3f-rosetta-0885,6.524,4.246679,OnionNet-2
1o3f-rosetta-0166,6.1770000000000005,4.299179,OnionNet-2
1o3f-rosetta-0951,6.473,4.241781,OnionNet-2
1o3f-rosetta-0208,6.672000000000001,4.745843,OnionNet-2
1o3f-rosetta-0242,6.44,4.904734,OnionNet-2
1o3f-boltz2,6.959,4.201927,OnionNet-2
3ozt-crystal,6.068,5.082834,OnionNet-2
3ozt-gnina-0030,6.417999999999999,5.244932,OnionNet-2
3ozt-gnina-0069,5.5489999999999995,5.418126,OnionNet-2
3ozt-gnina-0082,6.502000000000001,5.442219,OnionNet-2
3ozt-gnina-0053,6.474,4.685041,OnionNet-2
3ozt-gnina-0062,6.6,5.227012,OnionNet-2
3ozt-gnina-0100,6.131,5.154511,OnionNet-2
3ozt-gnina-0016,5.483,5.135419,OnionNet-2
3ozt-gnina-0083,6.164,5.286899,OnionNet-2
3ozt-gnina-0023,6.9,5.162377,OnionNet-2
3ozt-gnina-0056,6.182,4.873357,OnionNet-2
3ozt-gnina-0085,6.502999999999999,4.733411,OnionNet-2
3ozt-gnina-0070,6.347,5.238221,OnionNet-2
3ozt-gnina-0027,6.196000000000001,5.814006,OnionNet-2
3ozt-gnina-0043,6.269,5.301495,OnionNet-2
3ozt-gnina-0045,6.377000000000001,5.648664,OnionNet-2
3ozt-gnina-0061,5.888,5.423208,OnionNet-2
3ozt-gnina-0059,6.449,5.042702,OnionNet-2
3ozt-gnina-0001,6.518,5.170588,OnionNet-2
3ozt-gnina-0008,5.938,5.292586,OnionNet-2
3ozt-gnina-0097,6.17,5.512403,OnionNet-2
3ozt-gnina-0078,5.702000000000001,5.240367,OnionNet-2
3ozt-gnina-0015,6.332000000000001,5.335612,OnionNet-2
3ozt-gnina-0025,5.942,5.433017,OnionNet-2
3ozt-gnina-0004,6.244,5.620311,OnionNet-2
3ozt-gnina-0029,6.29,5.048804,OnionNet-2
3ozt-gnina-0022,6.377000000000001,5.598665,OnionNet-2
3ozt-gnina-0073,6.224,5.339762,OnionNet-2
3ozt-gnina-0035,6.391,4.889949,OnionNet-2
3ozt-gnina-0026,5.976,4.933958,OnionNet-2
3ozt-gnina-0077,6.627999999999999,5.093278,OnionNet-2
3ozt-gnina-0007,5.678999999999999,5.25041,OnionNet-2
3ozt-gnina-0034,5.952999999999999,5.291318,OnionNet-2
3ozt-gnina-0010,6.282,5.471912,OnionNet-2
3ozt-gnina-0040,6.687,5.29049,OnionNet-2
3ozt-gnina-0009,6.847,5.090086,OnionNet-2
3ozt-gnina-0037,6.297999999999999,5.000993,OnionNet-2
3ozt-gnina-0048,6.917999999999999,5.29402,OnionNet-2
3ozt-gnina-0066,6.0360000000000005,5.441551,OnionNet-2
3ozt-gnina-0002,6.477,5.251758,OnionNet-2
3ozt-gnina-0038,6.638,5.246337,OnionNet-2
3ozt-gnina-0068,6.071000000000001,5.54303,OnionNet-2
3ozt-gnina-0019,5.545,5.343451,OnionNet-2
3ozt-gnina-0051,6.791,4.875056,OnionNet-2
3ozt-gnina-0091,5.617999999999999,5.19258,OnionNet-2
3ozt-gnina-0088,5.662999999999999,5.238043,OnionNet-2
3ozt-gnina-0096,5.93,6.127961,OnionNet-2
3ozt-gnina-0046,5.974,6.245758,OnionNet-2
3ozt-gnina-0036,6.975,5.832556,OnionNet-2
3ozt-gnina-0087,5.957999999999999,5.701244,OnionNet-2
3ozt-gnina-0098,5.891,5.548245,OnionNet-2
3ozt-gnina-0076,6.3020000000000005,5.106773,OnionNet-2
3ozt-gnina-0020,6.334,5.037919,OnionNet-2
3ozt-gnina-0021,5.687,5.004525,OnionNet-2
3ozt-gnina-0081,6.551,4.92179,OnionNet-2
3ozt-gnina-0060,5.933,5.137939,OnionNet-2
3ozt-gnina-0012,5.85,4.882832,OnionNet-2
3ozt-gnina-0042,6.041,4.695111,OnionNet-2
3ozt-gnina-0064,6.114,5.188421,OnionNet-2
3ozt-gnina-0013,5.996,5.46892,OnionNet-2
3ozt-gnina-0006,5.742000000000001,5.663217,OnionNet-2
3ozt-gnina-0074,6.872000000000001,5.694286,OnionNet-2
3ozt-gnina-0047,5.935,5.614936,OnionNet-2
3ozt-gnina-0005,5.785,5.416282,OnionNet-2
3ozt-gnina-0093,6.02,5.466401,OnionNet-2
3ozt-gnina-0086,6.9079999999999995,5.24038,OnionNet-2
3ozt-gnina-0044,5.97,5.205905,OnionNet-2
3ozt-gnina-0092,5.954,5.041796,OnionNet-2
3ozt-gnina-0080,5.787000000000001,5.181419,OnionNet-2
3ozt-gnina-0079,5.952000000000001,5.863274,OnionNet-2
3ozt-gnina-0094,5.17,5.889243,OnionNet-2
3ozt-gnina-0003,6.975,5.464409,OnionNet-2
3ozt-gnina-0067,6.888,5.145501,OnionNet-2
3ozt-gnina-0055,6.617999999999999,5.310851,OnionNet-2
3ozt-gnina-0017,6.355,5.251873,OnionNet-2
3ozt-gnina-0041,5.864,5.16825,OnionNet-2
3ozt-gnina-0090,6.3629999999999995,5.226429,OnionNet-2
3ozt-gnina-0099,6.152,4.951422,OnionNet-2
3ozt-gnina-0028,6.3870000000000005,5.636837,OnionNet-2
3ozt-gnina-0075,5.905,5.635991,OnionNet-2
3ozt-gnina-0057,6.337000000000001,5.516854,OnionNet-2
3ozt-gnina-0018,5.937,5.272635,OnionNet-2
3ozt-gnina-0072,6.775,5.035757,OnionNet-2
3ozt-gnina-0032,5.9639999999999995,5.044393,OnionNet-2
3ozt-gnina-0095,6.757999999999999,4.9621,OnionNet-2
3ozt-gnina-0033,6.372999999999999,5.042489,OnionNet-2
3ozt-gnina-0065,6.232,5.766446,OnionNet-2
3ozt-gnina-0054,6.641,5.677799,OnionNet-2
3ozt-gnina-0071,6.207000000000001,5.819535,OnionNet-2
3ozt-gnina-0058,6.396,5.502171,OnionNet-2
3ozt-gnina-0050,6.222,6.157727,OnionNet-2
3ozt-gnina-0024,6.631,5.460067,OnionNet-2
3ozt-gnina-0063,6.872000000000001,5.589138,OnionNet-2
3ozt-gnina-0089,6.114,5.822343,OnionNet-2
3ozt-gnina-0011,5.82,5.744464,OnionNet-2
3ozt-gnina-0031,5.834,5.766902,OnionNet-2
3ozt-gnina-0052,5.314,5.143311,OnionNet-2
3ozt-gnina-0084,5.742000000000001,5.200448,OnionNet-2
3ozt-gnina-0039,6.1129999999999995,5.114662,OnionNet-2
3ozt-gnina-0049,6.686,5.200065,OnionNet-2
3ozt-gnina-0014,7.093,4.840653,OnionNet-2
3ozt-rosetta-0010,4.86,5.173965,OnionNet-2
3ozt-rosetta-0407,5.247000000000001,5.256423,OnionNet-2
3ozt-rosetta-0216,5.515,5.234324,OnionNet-2
3ozt-rosetta-0358,4.869,5.590574,OnionNet-2
3ozt-rosetta-0166,4.189,5.274482,OnionNet-2
3ozt-rosetta-0253,5.327000000000001,5.580362,OnionNet-2
3ozt-rosetta-0323,5.92,5.56566,OnionNet-2
3ozt-rosetta-0398,5.086,5.638249,OnionNet-2
3ozt-rosetta-0153,5.401,5.555317,OnionNet-2
3ozt-rosetta-0069,5.358,5.489731,OnionNet-2
3ozt-rosetta-0595,4.762,5.27036,OnionNet-2
3ozt-rosetta-0986,4.996,5.643347,OnionNet-2
3ozt-rosetta-0031,5.445,5.709896,OnionNet-2
3ozt-rosetta-0583,5.484,6.158017,OnionNet-2
3ozt-rosetta-0945,5.505,5.599726,OnionNet-2
3ozt-rosetta-0070,5.901,5.754459,OnionNet-2
3ozt-rosetta-0084,5.956,5.276334,OnionNet-2
3ozt-rosetta-0764,4.685,5.379188,OnionNet-2
3ozt-rosetta-0291,5.562,5.445644,OnionNet-2
3ozt-rosetta-0388,5.295,5.240165,OnionNet-2
3ozt-rosetta-0573,4.803999999999999,5.446049,OnionNet-2
3ozt-rosetta-0549,4.883,5.229533,OnionNet-2
3ozt-rosetta-0198,5.621,5.745431,OnionNet-2
3ozt-rosetta-0504,5.527,5.536413,OnionNet-2
3ozt-rosetta-0508,4.632,5.98452,OnionNet-2
3ozt-rosetta-0041,5.386,5.685546,OnionNet-2
3ozt-rosetta-0503,5.085,5.63601,OnionNet-2
3ozt-rosetta-0837,4.781000000000001,5.436797,OnionNet-2
3ozt-rosetta-0066,4.84,5.392832,OnionNet-2
3ozt-rosetta-0247,5.593999999999999,5.219209,OnionNet-2
3ozt-rosetta-0136,4.729,5.494378,OnionNet-2
3ozt-rosetta-0649,5.474,5.296248,OnionNet-2
3ozt-rosetta-0409,6.529,5.446372,OnionNet-2
3ozt-rosetta-0339,4.838,6.102551,OnionNet-2
3ozt-rosetta-0903,5.254,5.812046,OnionNet-2
3ozt-rosetta-0277,4.421,5.655374,OnionNet-2
3ozt-rosetta-0147,5.113,5.555101,OnionNet-2
3ozt-rosetta-0179,5.6610000000000005,5.472034,OnionNet-2
3ozt-rosetta-0228,5.364,5.236085,OnionNet-2
3ozt-rosetta-0092,4.6819999999999995,5.669284,OnionNet-2
3ozt-rosetta-0622,5.03,5.481828,OnionNet-2
3ozt-rosetta-0570,5.428999999999999,5.701823,OnionNet-2
3ozt-rosetta-0118,5.4110000000000005,6.091145,OnionNet-2
3ozt-rosetta-0270,5.625,6.13152,OnionNet-2
3ozt-rosetta-0781,5.612,6.616522,OnionNet-2
3ozt-rosetta-0911,5.987,6.176237,OnionNet-2
3ozt-rosetta-0121,5.534,5.583446,OnionNet-2
3ozt-rosetta-0531,4.864,5.952751,OnionNet-2
3ozt-rosetta-0525,5.611000000000001,5.783073,OnionNet-2
3ozt-rosetta-0572,5.656000000000001,5.45093,OnionNet-2
3ozt-rosetta-0106,5.25,5.632423,OnionNet-2
3ozt-rosetta-0497,5.752000000000001,5.422428,OnionNet-2
3ozt-rosetta-0643,4.822,5.390221,OnionNet-2
3ozt-rosetta-0252,4.83,5.104652,OnionNet-2
3ozt-rosetta-0047,5.468999999999999,5.199627,OnionNet-2
3ozt-rosetta-0369,5.615,5.219538,OnionNet-2
3ozt-rosetta-0713,5.195,5.55345,OnionNet-2
3ozt-rosetta-0183,5.0360000000000005,5.337369,OnionNet-2
3ozt-rosetta-0091,5.069,5.447434,OnionNet-2
3ozt-rosetta-0301,4.306,5.526952,OnionNet-2
3ozt-rosetta-0565,6.465,5.449425,OnionNet-2
3ozt-rosetta-0563,5.912999999999999,5.395968,OnionNet-2
3ozt-rosetta-0208,6.062,5.127294,OnionNet-2
3ozt-rosetta-0481,4.652,5.243559,OnionNet-2
3ozt-rosetta-0377,5.385,5.108798,OnionNet-2
3ozt-rosetta-0582,5.1610000000000005,5.402397,OnionNet-2
3ozt-rosetta-0690,4.998,5.596714,OnionNet-2
3ozt-rosetta-0079,5.84,5.620438,OnionNet-2
3ozt-rosetta-0578,5.5520000000000005,6.096328,OnionNet-2
3ozt-rosetta-0686,5.563,5.796384,OnionNet-2
3ozt-rosetta-0111,5.181,5.806926,OnionNet-2
3ozt-rosetta-0191,5.6979999999999995,5.369577,OnionNet-2
3ozt-rosetta-0667,5.254,5.150069,OnionNet-2
3ozt-rosetta-0641,5.529,4.83741,OnionNet-2
3ozt-rosetta-0278,5.016,5.149932,OnionNet-2
3ozt-rosetta-0438,4.968,5.166112,OnionNet-2
3ozt-rosetta-0258,4.428,5.483393,OnionNet-2
3ozt-rosetta-0013,5.824,5.478567,OnionNet-2
3ozt-rosetta-0160,5.851,6.058426,OnionNet-2
3ozt-rosetta-0755,5.28,6.74562,OnionNet-2
3ozt-rosetta-0452,4.94,5.585073,OnionNet-2
3ozt-rosetta-0189,4.755,6.134237,OnionNet-2
3ozt-rosetta-0345,5.329,5.431056,OnionNet-2
3ozt-rosetta-0124,5.53,5.718824,OnionNet-2
3ozt-rosetta-0670,6.042999999999999,5.555572,OnionNet-2
3ozt-rosetta-0939,4.862,5.536566,OnionNet-2
3ozt-rosetta-0174,5.855,4.844676,OnionNet-2
3ozt-rosetta-0709,4.873,4.914212,OnionNet-2
3ozt-rosetta-0591,4.816,4.785449,OnionNet-2
3ozt-rosetta-0080,4.6,4.630579,OnionNet-2
3ozt-rosetta-0575,5.756,5.60502,OnionNet-2
3ozt-rosetta-0642,5.377999999999999,5.391368,OnionNet-2
3ozt-rosetta-0306,5.4639999999999995,5.10971,OnionNet-2
3ozt-rosetta-0020,5.212000000000001,5.197637,OnionNet-2
3ozt-rosetta-0679,5.417999999999999,5.128169,OnionNet-2
3ozt-rosetta-0639,5.37,5.475001,OnionNet-2
3ozt-rosetta-0137,5.593999999999999,4.82336,OnionNet-2
3ozt-boltz2,5.881,4.741913,OnionNet-2
3rsx-crystal,4.4830000000000005,4.757018,OnionNet-2
3rsx-gnina-0006,5.441,5.040656,OnionNet-2
3rsx-gnina-0051,4.196000000000001,4.499063,OnionNet-2
3rsx-gnina-0018,4.968999999999999,4.680073,OnionNet-2
3rsx-gnina-0074,4.183,4.619095,OnionNet-2
3rsx-gnina-0083,4.615,4.756938,OnionNet-2
3rsx-gnina-0017,4.02,4.587985,OnionNet-2
3rsx-gnina-0007,4.522,4.774297,OnionNet-2
3rsx-gnina-0004,5.287999999999999,4.392277,OnionNet-2
3rsx-gnina-0099,4.512,4.819171,OnionNet-2
3rsx-gnina-0041,4.511,4.785918,OnionNet-2
3rsx-gnina-0039,4.606,4.555892,OnionNet-2
3rsx-gnina-0032,4.477,4.956271,OnionNet-2
3rsx-gnina-0029,5.18,5.187075,OnionNet-2
3rsx-gnina-0044,4.144,4.945954,OnionNet-2
3rsx-gnina-0052,4.865,5.254899,OnionNet-2
3rsx-gnina-0100,4.4030000000000005,4.974977,OnionNet-2
3rsx-gnina-0030,4.297,5.511864,OnionNet-2
3rsx-gnina-0057,4.724,4.961462,OnionNet-2
3rsx-gnina-0009,4.967,4.674536,OnionNet-2
3rsx-gnina-0038,4.8839999999999995,4.767078,OnionNet-2
3rsx-gnina-0010,4.795,4.677605,OnionNet-2
3rsx-gnina-0069,5.037,4.843468,OnionNet-2
3rsx-gnina-0024,4.4910000000000005,4.855941,OnionNet-2
3rsx-gnina-0062,4.904,4.836474,OnionNet-2
3rsx-gnina-0015,4.525,4.511344,OnionNet-2
3rsx-gnina-0002,4.317,6.012009,OnionNet-2
3rsx-gnina-0013,4.861000000000001,4.813723,OnionNet-2
3rsx-gnina-0008,4.8580000000000005,4.615467,OnionNet-2
3rsx-gnina-0068,5.252000000000001,4.496454,OnionNet-2
3rsx-gnina-0034,5.127999999999999,4.505884,OnionNet-2
3rsx-gnina-0070,4.39,4.678118,OnionNet-2
3rsx-gnina-0087,3.98,4.647186,OnionNet-2
3rsx-gnina-0003,4.248,4.902882,OnionNet-2
3rsx-gnina-0019,4.43,4.713859,OnionNet-2
3rsx-gnina-0061,4.784,4.845026,OnionNet-2
3rsx-gnina-0043,4.043,4.697225,OnionNet-2
3rsx-gnina-0093,4.43,4.590482,OnionNet-2
3rsx-gnina-0066,4.863,4.709201,OnionNet-2
3rsx-gnina-0084,4.897,4.631019,OnionNet-2
3rsx-gnina-0055,4.2860000000000005,4.751063,OnionNet-2
3rsx-gnina-0049,4.7989999999999995,4.49039,OnionNet-2
3rsx-gnina-0091,5.422999999999999,4.552432,OnionNet-2
3rsx-gnina-0094,4.5,4.240146,OnionNet-2
3rsx-gnina-0042,4.321000000000001,4.775244,OnionNet-2
3rsx-gnina-0056,5.013,4.576956,OnionNet-2
3rsx-gnina-0081,4.7219999999999995,4.434632,OnionNet-2
3rsx-gnina-0077,4.395,4.301059,OnionNet-2
3rsx-gnina-0001,4.643,4.272227,OnionNet-2
3rsx-gnina-0054,4.296,4.50911,OnionNet-2
3rsx-gnina-0053,5.077,4.318309,OnionNet-2
3rsx-gnina-0059,4.981,4.336628,OnionNet-2
3rsx-gnina-0082,4.553,5.007047,OnionNet-2
3rsx-gnina-0097,4.67,4.559937,OnionNet-2
3rsx-gnina-0012,4.11,4.599157,OnionNet-2
3rsx-gnina-0026,4.113,4.720968,OnionNet-2
3rsx-gnina-0022,4.718,4.652842,OnionNet-2
3rsx-gnina-0060,4.4030000000000005,4.724993,OnionNet-2
3rsx-gnina-0063,4.481,4.767013,OnionNet-2
3rsx-gnina-0011,4.975,4.648179,OnionNet-2
3rsx-gnina-0064,3.65,4.441864,OnionNet-2
3rsx-gnina-0075,4.2669999999999995,4.549731,OnionNet-2
3rsx-gnina-0021,4.635,4.707775,OnionNet-2
3rsx-gnina-0025,4.262,5.173573,OnionNet-2
3rsx-gnina-0047,4.322,5.372198,OnionNet-2
3rsx-gnina-0071,4.579,6.242025,OnionNet-2
3rsx-gnina-0088,4.421,5.134393,OnionNet-2
3rsx-gnina-0096,4.921,5.609168,OnionNet-2
3rsx-gnina-0095,5.0169999999999995,5.3734,OnionNet-2
3rsx-gnina-0089,5.43,5.511633,OnionNet-2
3rsx-gnina-0086,4.452,5.368351,OnionNet-2
3rsx-gnina-0005,4.362,5.601564,OnionNet-2
3rsx-gnina-0046,3.9760000000000004,5.386447,OnionNet-2
3rsx-gnina-0073,4.798,5.692573,OnionNet-2
3rsx-gnina-0033,4.98,5.283095,OnionNet-2
3rsx-gnina-0040,3.9389999999999996,5.642409,OnionNet-2
3rsx-gnina-0065,3.785,6.515158,OnionNet-2
3rsx-gnina-0067,5.153,5.575575,OnionNet-2
3rsx-gnina-0058,4.725,5.363912,OnionNet-2
3rsx-gnina-0092,4.954,5.316602,OnionNet-2
3rsx-gnina-0045,4.4110000000000005,5.233152,OnionNet-2
3rsx-gnina-0072,4.752,5.314188,OnionNet-2
3rsx-gnina-0079,4.861000000000001,5.26518,OnionNet-2
3rsx-gnina-0031,4.064,5.441211,OnionNet-2
3rsx-gnina-0078,5.11,5.614928,OnionNet-2
3rsx-gnina-0016,5.007,5.109743,OnionNet-2
3rsx-gnina-0050,4.5489999999999995,4.749582,OnionNet-2
3rsx-gnina-0028,4.837,4.919014,OnionNet-2
3rsx-gnina-0023,5.032,4.898076,OnionNet-2
3rsx-gnina-0037,4.999,5.204983,OnionNet-2
3rsx-gnina-0020,5.007,5.4787,OnionNet-2
3rsx-gnina-0036,4.107,5.662853,OnionNet-2
3rsx-gnina-0080,4.772,5.472381,OnionNet-2
3rsx-gnina-0090,4.715,5.166593,OnionNet-2
3rsx-gnina-0027,4.882,5.346849,OnionNet-2
3rsx-gnina-0014,5.0569999999999995,5.128367,OnionNet-2
3rsx-gnina-0076,4.49,5.3578,OnionNet-2
3rsx-gnina-0085,4.218,4.876214,OnionNet-2
3rsx-gnina-0048,4.726,4.815696,OnionNet-2
3rsx-gnina-0035,4.849,4.95367,OnionNet-2
3rsx-gnina-0098,4.843999999999999,4.723395,OnionNet-2
3rsx-rosetta-0925,5.757000000000001,4.714956,OnionNet-2
3rsx-rosetta-0903,5.247000000000001,4.944365,OnionNet-2
3rsx-rosetta-0518,5.044,4.896536,OnionNet-2
3rsx-rosetta-0126,5.62,4.869543,OnionNet-2
3rsx-rosetta-0725,4.837,5.196271,OnionNet-2
3rsx-rosetta-0493,5.321000000000001,4.908831,OnionNet-2
3rsx-rosetta-0929,6.001,5.027323,OnionNet-2
3rsx-rosetta-0119,5.525,5.104127,OnionNet-2
3rsx-rosetta-0175,5.406000000000001,5.255898,OnionNet-2
